,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
7,Jon Barkman,,,,,Canada West,Men,,100 lb,,140 lb,290 lb,276,32:29,9:28,7:12,10:28,,5,36:00,125 lb,
10,Chad Vaughan,CrossFit Panoply,,"2023 open
17301st
worldwide",17301st,worldwide,Men,Men (35-39),,,185 lb,375 lb,,,6:31,3:48,8:27,,,,145 lb,1:11
15,Kelly Smith,ZooTown CrossFit,,,,West Coast,Women,,,,185 lb,300 lb,366,,4:12,1:43,,,34,,,
16,Keenan Goslin,CrossFit MF,,"2023 open
6941st
worldwide",6941st,worldwide,Men,Men (40-44),455 lb,,335 lb,480 lb,354,,3:51,2:04,,,26,25:09,240 lb,1:06
18,Michael Mcgoldrick,TTT CrossFit,,"2023 open
793rd
worldwide",793rd,worldwide,Men,Men (35-39),475 lb,,380 lb,540 lb,500,16:00,2:02,1:05,7:10,,60,21:00,305 lb,0:55
26,Heather Henson,CrossFit Nullis Terminis,,"2023 open
1902nd
worldwide",1902nd,worldwide,Women,Women (45-49),210 lb,,,245 lb,,,,,,,,29:00,,
27,Boomer Alred,CrossFit Charlotte,,"2023 open
1836th
worldwide",1836th,worldwide,Men,Men (50-54),315 lb,,200 lb,455 lb,,22:38,4:15,,9:28,,27,19:55,,
30,Jana Byron,,,,,North East,Women,,225 lb,,143 lb,275 lb,223,,8:11,,,,,,103 lb,
41,John Ryle,CrossFit 312,,,,North Central,Men,,370 lb,,290 lb,425 lb,368,,2:46,1:43,9:41,,50,,235 lb,1:13
45,Adam Gibbons,Trailhead CrossFit,,"2023 quarterfinals
827th
worldwide",827th,worldwide,Men,Men (40-44),375 lb,,265 lb,435 lb,,23:04,3:12,2:42,8:33,,35,,205 lb,1:10
47,Roger Schoenman,CrossFit Santa Cruz,,"2023 open
3193rd
worldwide",3193rd,worldwide,Men,Men (50-54),225 lb,,195 lb,355 lb,,,9:57,,,,15,,155 lb,
48,Jason Mackie,810 CrossFit,,,,Central East,Men,,,,,,280,,,,,,,23:12,,
80,Cody Fleming,,,,,South West,Men,,455 lb,,315 lb,515 lb,352,33:29,4:57,1:41,11:07,,33,,265 lb,1:25
82,Matthew Dehaty,,,,,Europe,Men,,190 kg,,125 kg,240 kg,395,,2:45,2:10,7:45,,30,23:00,85 kg,1:10
98,Andy Mackenzie,CrossFit Montrose,,"2023 open
3500th
worldwide",3500th,worldwide,Men,Men (45-49),315 lb,69:19,205 lb,470 lb,303,25:20,5:14,2:57,9:56,8:22,47,19:54,175 lb,1:32
107,Kyle O'Donnell,,,,,North East,Men,,445 lb,,290 lb,545 lb,367,20:21,3:25,2:01,8:50,,34,24:08,210 lb,
118,Erin Anderson,,,,,South Central,Women,,220 lb,,168 lb,285 lb,,,6:03,3:13,10:05,,12,19:05,130 lb,1:03
122,Jose Ramos,Double Down CrossFit,,"2023 open
3156th
worldwide",3156th,worldwide,Men,Men (35-39),336 lb,,260 lb,400 lb,,,3:42,,,,36,,220 lb,
123,Heidi Lloyd,Harvest CrossFit,,"2023 open
3322nd
worldwide",3322nd,worldwide,Women,Women (35-39),210 lb,,155 lb,265 lb,247,,5:59,4:38,9:56,,,21:00,105 lb,1:21
131,Logan Quist-Chaffee,Fort Meigs CrossFit,,,,United States,Men,,390 lb,,235 lb,500 lb,,27:13,3:27,2:53,7:58,,,,185 lb,1:02
140,Jean du Plessis,CrossFit Razmig,,,,Africa,Men,,160 kg,,100 kg,205 kg,,,3:09,,,,30,,80 kg,
141,Scott Brayshaw,CrossFit LTP,,,,South West,Men,,245 lb,,175 lb,415 lb,,,6:34,3:45,,,21,30:38,125 lb,1:20
145,Nicole Carrido,Seatown CrossFit,,,,United States,Women,,,,,,,,6:13,,,,,,,
146,Eric Stratman,CrossFit ATC,,,,North America East,Men,,,,,,,,3:59,1:58,,,,,,
