,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
10,Ricardo Middleton Jr.,Pearland CrossFit,,"2023 open
33562nd
worldwide",33562nd,worldwide,Men,Men,370 lb,,225 lb,465 lb,,,2:58,,7:50,,,,175 lb,
32,Nicholas Vogler,Southern Pines CrossFit,,,,North America,Men,,305 lb,,186 lb,425 lb,,,9:46,6:08,,,,19:58,130 lb,
38,Frank Ortmann,CrossFit Eikestad,,,,Africa Middle East,Men,,130 kg,,90 kg,160 kg,,,,,,,,,75 kg,
39,Simon Murray,CrossFit Barbaric,,"2023 open
7342nd
worldwide",7342nd,worldwide,Men,Men (35-39),110 kg,,80 kg,165 kg,,,,,,,,,55 kg,
44,David Cuknis,,,,,Europe,Men,,127 kg,,87 kg,150 kg,296,,3:43,3:41,8:13,,30,,70 kg,
58,Alejandro Sevillano,,,,,Europe,Men,,360 lb,,300 lb,410 lb,,26:03,3:11,2:29,,,41,22:00,225 lb,
61,Abe Hess,CrossFit The Point,,,,South West,Men,,375 lb,,235 lb,415 lb,300,30:55,7:13,2:48,14:22,,,,180 lb,1:51
65,Nick Rahal,,,"2023 quarterfinals
1606th
worldwide",1606th,worldwide,Men,Men (35-39),390 lb,,300 lb,520 lb,298,,3:25,2:43,8:01,,50,21:30,225 lb,
68,Paul Newton,,,,,Europe,Men,,130 kg,,85 kg,180 kg,,,3:03,2:30,7:38,,50,18:00,60 kg,1:00
74,Santiago Cortes,CrossFit Cedar Grove,,,,North East,Men,,355 lb,,,405 lb,,,4:05,,,,,,,
80,Freddie Milligan,,,,,North America West,Men,,405 lb,,235 lb,405 lb,291,30:43,2:59,4:58,,,50,27:03,185 lb,1:03
82,Austin Stone,CrossFit Little Creek,,,,Mid Atlantic,Men,,345 lb,,245 lb,425 lb,,,,,,,,,200 lb,
86,Francisco Hornero,,,,,,,,130 kg,,90 kg,175 kg,,,7:39,,,,,,60 kg,
91,Luke Norton,Flat White CrossFit,,,,Oceania,Men,,170 kg,,110 kg,215 kg,,,6:18,2:52,13:16,,,,82 kg,
95,Toze Silva,CrossFit Aveiro,,,,Europe South,Men,,115 kg,,85 kg,160 kg,316,,3:45,,,,30,22:30,70 kg,
104,Tina Molinos,,,,,South East,Women,,155 lb,,125 lb,200 lb,,33:59,7:22,4:26,15:22,,15,26:43,85 lb,1:57
105,Greg Berube,CrossFit Skopos,,,,United States,Men,,400 lb,,285 lb,445 lb,,,6:42,2:53,11:33,,32,,220 lb,
111,Stelios Polihronakis,,,"2023 quarterfinals
800th
worldwide",800th,worldwide,Men,Men (35-39),180 kg,,130 kg,200 kg,402,19:07,2:26,3:35,8:50,,69,25:00,100 kg,
113,Brock Crystal,CrossFit Worthy,,,,United States,Men,,425 lb,,305 lb,435 lb,,,3:27,,,,55,17:30,245 lb,
121,Alan Vega,,,,,,,,300 lb,,225 lb,385 lb,,,,,8:34,,,23:53,165 lb,1:25
134,Nate Herndon,JOMO CrossFit,,,,North America,Men,,420 lb,,350 lb,500 lb,,,2:27,1:42,,,,,275 lb,
137,Stefan Pitstra,CrossFit Palms,,,,Europe,Men,,160 kg,,105 kg,180 kg,453,,2:43,,,,,,85 kg,
145,Malcolm Martin,,,,,,,,375 lb,,195 lb,435 lb,,,,,,,32,,,0:41
149,Freddy Garcia,,,,,South East,Men,,315 lb,,245 lb,375 lb,,27:38,3:42,,9:28,,42,27:57,195 lb,
152,Joshua Guerrero,Mutiny CrossFit,,,,United States,Men,,411 lb,,275 lb,465 lb,,,2:48,,8:05,,40,,209 lb,1:13
153,Mario Roberto Hernandez,Amsi CrossFit,,"2023 open
69236th
worldwide",69236th,worldwide,Men,Men,300 lb,,250 lb,410 lb,,,4:01,5:00,,,21,24:20,185 lb,1:40
154,Justin Pate,,,,,Australia,Men,,,,,,,,,,,,,,,1:05
171,Robert BenOr,CrossFit Chapel Hill,,"2023 open
1737th
worldwide",1737th,worldwide,Men,Men (35-39),170 kg,,135 kg,226 kg,,,2:49,2:36,8:50,,,,115 kg,
179,Brandon Martinez,,,,,Central East,Men,,,,,,,,3:00,1:56,,,45,,,
207,Zach Crampton,CrossFit Crowned,,,,North America,Men,,475 lb,,350 lb,500 lb,,,,,,,,21:07,275 lb,
210,Rafael Cabrera,,,,,Latin America,Men,,310 lb,,230 lb,355 lb,316,,2:40,,,,60,,190 lb,
