,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
15,Jake Cobb,CrossFit Mayhem,,"2023 quarterfinals
688th
North America East",688th,North America East,Men,Men,,,335 lb,,,,,,,,,,265 lb,
19,Ben Schaafsma,CrossFit JWD,,"2023 open
7483rd
worldwide",7483rd,worldwide,Men,Men (45-49),335 lb,,185 lb,365 lb,368,19:28,4:01,3:19,9:16,,40,22:24,145 lb,1:24
24,Luiza Blanchard,,,,,South East,Women,,260 lb,,175 lb,275 lb,,21:12,,2:46,10:12,,,,125 lb,
38,Rachel Chudnovsky,CrossFit Chatsworth,,,,West Coast,Women,,245 lb,,155 lb,275 lb,,,4:50,3:07,12:22,,20,,115 lb,
41,Dimitri Kaganovitch,,,"2023 quarterfinals
499th
North America West",499th,North America West,Men,Men,350 lb,,285 lb,385 lb,,,2:53,3:31,,,,,235 lb,0:58
47,Melissa Green,CrossFit Hershey,,"2023 open
1691st
worldwide",1691st,worldwide,Women,Women (50-54),186 lb,,125 lb,255 lb,,,8:46,10:36,,,,,80 lb,
60,Lisa Pulsifer,,,,,North East,Women,,,,105 lb,205 lb,,,,,,,,36:00,60 lb,
69,Lynsey Hunt,,,,,Central East,Women,,280 lb,,200 lb,345 lb,,,4:20,2:18,,,28,,145 lb,1:00
76,Stephanie Ortiz,CrossFit Adelaide,,"2023 quarterfinals
52nd
worldwide",52nd,worldwide,Women,Women (35-39),115 kg,,95 kg,135 kg,,,,,,,,,72 kg,
94,Valentin Mata,King William District CrossFit,,"2023 open
5902nd
worldwide",5902nd,worldwide,Men,Men (35-39),425 lb,,255 lb,465 lb,312,,3:55,2:25,9:41,,30,23:14,190 lb,
100,John Martin,CrossFit Glen Ellyn,,"2023 open
713th
worldwide",713th,worldwide,Men (55-59),Men (55-59),315 lb,,205 lb,400 lb,463,24:38,5:25,3:30,10:15,,30,,135 lb,
104,Zeke Grove,CrossFit Carv,,"2023 semifinals
0th
worldwide",0th,worldwide,Men,Men,200 kg,,158 kg,235 kg,,,1:56,1:09,7:13,,66,,125 kg,
114,ku jajun,,,,,Asia,Men,,315 lb,,195 lb,345 lb,,,,,,,,,135 lb,
122,Patrick Mock,CrossFit Los Gatos,,,,United States,Men,,,,,,,,3:41,2:38,11:37,,,,,
159,Jonathan Dory,CrossFit Manifest,,"2023 open
4832nd
worldwide",4832nd,worldwide,Men,Men (45-49),305 lb,,205 lb,355 lb,,,,,,,,,155 lb,
160,Amber Hildebrand,,,,,Mid Atlantic,Women,,205 lb,,165 lb,225 lb,,,,,,,,,135 lb,
168,Ben Nehls,,,,,Central East,Men,,360 lb,,255 lb,350 lb,,,4:48,2:42,,,32,25:28,220 lb,
173,Steven Antu,,,,,South Central,Men,,425 lb,,301 lb,485 lb,,,,,,,,,235 lb,
178,Tim Killeen,Chester Springs CrossFit,,"2023 quarterfinals
1513th
worldwide",1513th,worldwide,Men,Men (35-39),355 lb,,263 lb,465 lb,,22:54,3:16,,,,30,,185 lb,
185,Adrian Zein,CrossFit LYFE,,"2023 open
2112th
worldwide",2112th,worldwide,Men,Men (35-39),420 lb,,335 lb,515 lb,407,,2:34,1:23,,,45,23:35,255 lb,1:08
186,Hunter Hampton,NWFC CrossFit,,"2023 open
22124th
worldwide",22124th,worldwide,Men,Men (35-39),315 lb,,190 lb,475 lb,,,,,,,15,,155 lb,
197,Jared Whitman,Arctic CrossFit,,,,West Coast,Men,,385 lb,,285 lb,470 lb,,,4:44,3:03,,,29,,250 lb,1:05
206,Chris Clark,Fundy CrossFit,,,,Canada,Men,,355 lb,,305 lb,425 lb,,23:23,3:30,2:14,8:30,,50,21:00,230 lb,1:00
210,Jennifer Pacheco,CrossFit South West Sydney (SWS),,,,Australasia,Women,,80 kg,,60 kg,90 kg,,,,,,,,,50 kg,
242,Kyle Rossiter,,,"2023 open
10172nd
worldwide",10172nd,worldwide,Men,Men (40-44),500 lb,,325 lb,545 lb,271,,6:02,2:09,11:21,,21,29:40,230 lb,1:10
247,Emily Abbott,CrossFit Invictus,,,,West Coast,Women,,,,240 lb,,,,,,,,,,190 lb,
267,Adam Ludlow,CrossFit Rewired,,,,United States,Men,,500 lb,,310 lb,560 lb,,,4:01,1:39,,,25,22:30,225 lb,
268,Timothy Wollin,Spindle City CrossFit,,,,North America,Men,,365 lb,,205 lb,405 lb,311,27:18,4:42,2:30,,,,24:21,165 lb,1:17
277,Reinaldo Jimmy Alvarez,,,,,South Central,Men,,425 lb,,245 lb,450 lb,,,3:30,,,,,,185 lb,
283,Lea Contomanolis,,,,,North East,Women,,210 lb,,158 lb,315 lb,,,,,,,,,118 lb,
316,Andrew Mullens,,,,,Mid Atlantic,Men,,405 lb,,,430 lb,,,,,,,65,,245 lb,
323,Jeremy Dornbusch,Butchertown CrossFit,,"2023 open
5915th
worldwide",5915th,worldwide,Men,Men (35-39),390 lb,59:43,225 lb,375 lb,,,,,,,25,19:20,185 lb,0:59
324,Matt Anderson,CrossFit Coeur d'Alene,,"2023 open
13562nd
worldwide",13562nd,worldwide,Men,Men,455 lb,,315 lb,500 lb,479,14:48,2:18,2:06,,,,,255 lb,
325,Lilly Moore,,,,,South West,Women,,145 lb,,125 lb,200 lb,,,,,,,24,,95 lb,
327,Felix Manjarrez,,,,,,,,,,185 lb,365 lb,,,,,,,,23:00,,
332,Keith Coleman,Paradiso CrossFit Venice,,,,North America,Men,,,,,475 lb,,,,,,,,,,
339,Kelli Dahlquist-Bult,CrossFit Sandpoint,,,,United States,Women,,235 lb,,165 lb,305 lb,,,3:22,3:02,,,,18:23,135 lb,
343,Mike Frump,Four Leaf CrossFit,,"2023 open
11664th
worldwide",11664th,worldwide,Men,Men (40-44),335 lb,,,450 lb,,,,3:11,,,,,135 lb,
353,Jason Mannino,Tiger Bayou CrossFit,,,,South Central,Men,,380 lb,,285 lb,415 lb,,,2:47,,,,,,220 lb,
