,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
6,Courtney Bothwell,CrossFit HCC,,,,North East,Women,,260 lb,,205 lb,265 lb,303,,2:27,2:26,8:26,,60,,155 lb,1:19
11,Leah Bosworth,Fern Creek CrossFit,,,,North America,Women,,200 lb,,120 lb,200 lb,,,,,,,,,80 lb,
12,Cody Arth,,,,,,,,475 lb,,275 lb,475 lb,,,3:45,,,,25,26:00,195 lb,
19,Leo Moreira,,,,,Mid Atlantic,Men,,405 lb,,290 lb,475 lb,,,,2:32,9:18,,37,,225 lb,1:03
37,Alex Macdonald,,,,,North East,Men,,365 lb,,275 lb,435 lb,,,2:48,3:01,,,18,,215 lb,
39,Hap Clayton,,,,,Mid Atlantic,Men,,345 lb,,225 lb,385 lb,,,4:03,3:08,,,23,,,
43,Eduardo Ayala,,,,,,,,330 lb,,225 lb,400 lb,,,3:44,3:19,,,,,195 lb,
67,Juan Vazquez,CrossFit Shrewsbury,,,,North America,Men,,415 lb,,315 lb,425 lb,,,,,,,,,245 lb,
68,Demetrios Pettas,CoCo CrossFit,,,,United States,Men,,255 lb,,205 lb,390 lb,308,20:06,3:57,,8:28,,40,,160 lb,
71,Allison Hamsher,East 80 CrossFit,,,,North America West,Women,,185 lb,,145 lb,245 lb,,,,,,,1,26:33,95 lb,
73,Brian Mack,,,,,Mid Atlantic,Men,,395 lb,,255 lb,490 lb,350,29:41,5:44,1:38,9:23,,,22:30,195 lb,1:07
74,Jesse Martin,CrossFit Anacortes,,,,North America West,Men,,315 lb,,230 lb,435 lb,410,18:57,4:04,3:09,8:51,,,19:00,160 lb,1:29
75,Julie Clawson,Heroes CrossFit,,,,North America,Women,,165 lb,,115 lb,225 lb,246,,6:51,,10:48,,15,30:29,85 lb,1:40
78,Tom Chon,CrossFit Jaglion,,"2023 open
2605th
worldwide",2605th,worldwide,Men,Men (40-44),315 lb,,215 lb,365 lb,,,3:40,,,,,,165 lb,
82,John Harrington,CrossFit Prowess,,"2023 quarterfinals
1137th
worldwide",1137th,worldwide,Men,Men (40-44),,,,,,,4:14,,,,,,,
99,Brian Uyeda,,,,,South West,Men,,350 lb,,240 lb,445 lb,,,,,,,,,185 lb,
101,rich harris,,,,,South East,Men,,315 lb,,255 lb,365 lb,,,,2:17,8:41,,,24:00,180 lb,1:04
111,Tyler Campbell,CrossFit Fortius North,,,,North America West,Men,,405 lb,,270 lb,505 lb,,21:50,2:33,2:59,8:43,,40,20:20,200 lb,
112,Frederick Grzybowski,Turbo CrossFit,,"2023 open
25038th
worldwide",25038th,worldwide,Men,Men,330 lb,,240 lb,365 lb,,20:00,3:00,3:23,,,30,,180 lb,
116,Racheal Gallant,CrossFit Reynoldsburg,,"2023 open
1965th
worldwide",1965th,worldwide,Women,Women (40-44),255 lb,,190 lb,300 lb,306,,4:56,2:32,11:56,,15,26:42,150 lb,
125,Jason Kearns,Middletown CrossFit,,,,North America,Men,,305 lb,,230 lb,410 lb,348,20:54,3:41,2:46,8:38,,47,23:21,189 lb,
134,Jon Franks,CrossFit Fifth Ave,,,,United States,Men,,375 lb,,250 lb,510 lb,,,,,,,,,,
147,Daniel Bullock,CrossFit Omnia,,,,North America,Men,,475 lb,,330 lb,545 lb,,,2:14,1:19,,,,22:53,275 lb,
149,Tyler Bolton,,,"2023 open
543rd
worldwide",543rd,worldwide,Men,Men (35-39),475 lb,,325 lb,525 lb,,,,,,,,,235 lb,
150,Bob Jennings,Offshore CrossFit,,,,North America,Men,,455 lb,,310 lb,555 lb,,21:19,2:28,1:57,7:44,,,,236 lb,1:05
157,Mark Williams,,,,,North East,Men,,370 lb,,255 lb,502 lb,,,,,,,13,,225 lb,
