,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
11,Dasha Munoz,Fern Creek CrossFit,,,,North America,Women,,,,,,,,,,,,1,,,
15,J.R. Foster,,,,,South East,Men,,275 lb,,215 lb,315 lb,,,7:36,4:13,12:45,,,,145 lb,
23,William Black,,,,,South Central,Men,,405 lb,,265 lb,425 lb,,,5:43,4:20,,,,,231 lb,
48,Nic Robinson,CrossFit Vita-Ray,,"2023 open
2644th
worldwide",2644th,worldwide,Women,Women (35-39),,,,,,,,,,,,19:50,,
56,Ardis Gretarsdottir,,,,,Europe,Women,,97 kg,,67 kg,117 kg,345,23:49,5:56,2:53,9:49,,,,50 kg,
74,John-Carlos Aaron,,,,,North West,Men,,,,265 lb,,,,,,,,,,225 lb,
75,Colin Knight,,,,,South East,Men,,205 lb,,170 lb,255 lb,,,12:18,7:37,12:22,,23,22:05,110 lb,
86,Terry Owen,CrossFit Bluefield,,,,United States,Men,,215 lb,,185 lb,315 lb,306,22:37,6:18,3:41,9:37,,31,24:13,140 lb,1:27
92,Estevan Arriaga,Awareness CrossFit,,"2023 open
3828th
worldwide",3828th,worldwide,Men,Men (40-44),295 lb,,235 lb,395 lb,,,,,,,,,,
98,Lauren Rhodes,,,,,South Central,Women,,195 lb,,135 lb,255 lb,,,4:03,,,,,,100 lb,
147,Carl Knight,CrossFit Terminus,,"2023 open
1354th
worldwide",1354th,worldwide,Men (60-64),Men (60-64),265 lb,,,325 lb,,,,,,,,25:17,,
152,Jeffry Calle,Gold Standard Athletics CrossFit,,"2023 open
90168th
worldwide",90168th,worldwide,Men,Men,308 lb,,176 lb,423 lb,,,,,,,,,,
161,Dianita Garcia,,,,,Latin America,Women,,,,125 lb,175 lb,,,,,,,,,100 lb,
163,David Fairbanks,CrossFit Steelhead,,"2023 open
2217th
worldwide",2217th,worldwide,Men,Men (50-54),275 lb,,195 lb,340 lb,,29:27,5:42,5:52,9:30,,27,24:12,130 lb,
169,Michael Bunce,,,,,North East,Men,,415 lb,,275 lb,515 lb,347,,2:31,2:24,,,47,20:34,195 lb,1:00
172,Moritz Furrer,,,,,Europe,Men,,325 lb,,245 lb,410 lb,,,,,,,,,,
192,Marco Escalante,,,,,Northern California,Men,,330 lb,,220 lb,375 lb,,,,2:56,,,,,165 lb,1:36
197,Jared Box,CrossFit Eleven,,,,United States,Men,,325 lb,,265 lb,425 lb,367,22:04,2:51,2:24,8:49,,42,20:31,205 lb,
209,Kayla LeJeune,CrossFit Nixa,,,,United States,Women,,190 lb,,165 lb,290 lb,,29:48,4:49,3:06,,,,,125 lb,
217,Estelle Thrasher,,,,,North America West,Women (55-59),,170 lb,,95 lb,210 lb,,,,,,,10,27:23,70 lb,
218,Lauren Williams,,,,,South East,Women,,,,,265 lb,,,,,,,3,,,
220,Karar Margrander,CrossFit Luparo,,,,Germany,Men,,185 kg,,142 kg,225 kg,,,2:30,,,,45,19:54,113 kg,
